idx,card_name,company,card_type,brands,annual_fee,pre_month_money,pre_month_condition,top_benefit_summary,benefit_categories,only_online,release_dt,card_img,detail_url
2522,KT NU우리카드,우리카드,신용,"BC, Mastercard","국내전용 [20,000원] / 해외겸용 [20,000원]",400000,"400,000원",KT: KT통신서비스 최대 2만원 할인 | KT: KT단말기 장기할부 서비스,KT,False,,https://d1c5n4ri2guedi.cloudfront.net/card/2522/card_img/28847/2522card.png,https://www.card-gorilla.com/card/detail/2522
2523,LG U+ 우리카드,우리카드,신용,"BC, Mastercard","국내전용 [10,000원] / 해외겸용 [15,000원]",300000,"300,000원","LGU+: LG U+ 통신요금 최대 15,000원 청구할인 | 패밀리레스토랑: 페밀리레스토랑 10% 청구할인 | 카페: 커피 20% 청구할인","테마파크, 영화, 카페, LGU+, 패밀리레스토랑",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2523/card_img/28848/2523card.png,https://www.card-gorilla.com/card/detail/2523
2525,만나 우리카드,우리카드,신용,"VISA, BC","국내전용 [12,000원] / 해외겸용 [12,000원]",0,없음,주유소: 주유 최대 100원/L 할인 | 대중교통: 버스·지하철 10% 청구할인 | 카페: 스타벅스·폴바셋 10% 청구할인,"대중교통, 제휴/PLCC, 할인, 주유소, 카페",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2525/card_img/28884/2525card.png,https://www.card-gorilla.com/card/detail/2525
2483,IBK DC히어로즈 카드(신용),IBK기업은행,신용,Mastercard,"국내전용 [10,000]원 / 해외겸용 [12,000]원",500000,"500,000원",푸드: 음식점 1% 캐시백 | 병원/약국: 병원비 1% 캐시백 | 캐시백: 이용금액 최다영역 1% 추가캐시백,"대중교통, 대형마트, 편의점, 병원, 온라인쇼핑, 주유소, 충전소, KT, LGU+, SKT, 일반음식점, 주점, 패밀리레스토랑, 기타",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2483/card_img/28404/2483card.png,https://www.card-gorilla.com/card/detail/2483
2486,LFmall 신용카드,KB국민카드,신용,Mastercard,"국내전용 [15,000]원 / 해외겸용 [15,000]원",0,없음,쇼핑: LFmall 5% 할인 | 모든가맹점: 국내외가맹점 0.5% 적립,"제휴/PLCC, 국내외가맹점, 기타",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2486/card_img/28401/2486card.png,https://www.card-gorilla.com/card/detail/2486
2488,베베쿡 신한카드,신한카드,신용,VISA,"국내전용 [15,000]원 / 해외겸용 [15,000]원",500000,"500,000원",기타: 베베쿡 10% 할인 | 쇼핑: 할인점/백화점 /마켓컬리 5% 할인 | 쇼핑: 커피/잡화/온라인서점 5% 할인,"기타, SSM, 대형마트, 드럭스토어, 백화점, 온라인쇼핑, 도서, 카페",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2488/card_img/28422/2488card.png,https://www.card-gorilla.com/card/detail/2488
2489,K-FIRST (모바일전용),BC 바로카드,신용,"VISA, UnionPay","해외겸용 [5,000]원",0,없음,모든가맹점: 전 가맹점 1% 할인 | 생활: 대중교통/편의점/커피 0.5% 추가할인 | 쇼핑: 페이북 쇼핑 5% 할인,"대중교통, 대형마트, 편의점, 국내외가맹점, 백화점, 기타, 호텔, 항공권, 일반음식점",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2489/card_img/28439/2489card.png,https://www.card-gorilla.com/card/detail/2489
2502,UPTURN카드,BC 바로카드,신용,BC Global,"해외겸용 [7,000원]",300000,"300,000원","KT: KT이동통신요금 14,000원 할인 | 온라인쇼핑: 온라인·모바일 쇼핑 5% 할인 | 주유소: 주유 60원/L 할인","무이자할부, 편의점, 기타, 온라인쇼핑, 렌터카, 영화, 주유소, KT, 패밀리레스토랑",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2502/card_img/28620/2502card.png,https://www.card-gorilla.com/card/detail/2502
2503,키자니아 에듀카드,BC 바로카드,신용,"VISA, Mastercard, BC","국내전용 [12,000원] / 해외겸용 [15,000원]",300000,"300,000원",교육/육아: 학원·유치원 10% 할인 | 주유: 주유 60원/L 할인 | 테마파크: 키자니아 무료 입장권,"유치원, 학원, 무이자할부, 테마파크, 영화, 주유소, 충전소, 베이커리, KT, LGU+, SKT, 패밀리레스토랑",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2503/card_img/28621/2503card.png,https://www.card-gorilla.com/card/detail/2503
2497,LG BEST SHOP 486 신한카드,신한카드,신용,Mastercard,"국내전용 [22,000원] / 해외겸용 [25,000원]",500000,"500,000원","기타: 장기할부 혜택 연 6.5% 수수료 | 기타: 할부이용 시 11,000원 캐시백",기타,False,,https://d1c5n4ri2guedi.cloudfront.net/card/2497/card_img/28551/2497card.png,https://www.card-gorilla.com/card/detail/2497
2347,BC 바로 리워드 플러스,BC 바로카드,신용,"Mastercard, BC","국내전용 [10,000원] / 해외겸용 [10,000원]",300000,"300,000원",디지털구독: 영화/구독서비스 30% 적립 | 쇼핑: 쇼핑 5% 적립 | 생활: 주유소/핸드폰요금 5% 적립,"유치원, 학원, 대중교통, 무이자할부, 골프, 국내외가맹점, 적립, 백화점, 온라인쇼핑, 소셜커머스, 도서, 음원사이트, 영화, 디지털구독, 주유소, 충전소, 기타, KT, LGU+, SKT",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2347/card_img/32524/2347card.png,https://www.card-gorilla.com/card/detail/2347
2348,BC 바로 페이백 플러스,BC 바로카드,신용,"VISA, BC","국내전용 [15,000]원 / 해외겸용 [15,000]원",400000,"400,000원",모든가맹점: 전 가맹점 0.7% 기본 할인 | 온라인쇼핑: 온라인쇼핑 6.3% 추가 할인 | 푸드: 음식점 6.3% 추가 할인,"네이버페이, 삼성페이, 카카오페이, PAYCO, APP, 국내외가맹점, 온라인쇼핑, 음원사이트, 주유소, KT, LGU+, SKT, 일반음식점",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2348/card_img/25292/2348card.png,https://www.card-gorilla.com/card/detail/2348
2353,NU Blanc,우리카드,신용,"Mastercard, BC","국내전용 [50,000]원 / 해외겸용 [50,000]원",0,없음,"모든가맹점: 국내 전 가맹점 최대 1.8% 포인트 적립 | 해외: 해외 전 가맹점 3% 포인트적립 | 적립: 보너스포인트 20,000점 적립","공항라운지, 더라운지, 골프, 적립, 호텔, 해외이용, 해외직구",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2353/card_img/24773/2353card.png,https://www.card-gorilla.com/card/detail/2353
2354,NU Uniq,우리카드,신용,"Mastercard, BC","국내전용 [20,000원] / 해외겸용[20,000원]",400000,"400,000원",모든가맹점: 국내 가맹점 최대 0.8% 청구할인 | 배달앱: 배달앱 1.5% 청구할인 | 카페/디저트: 커피·스트리밍 5% 청구할인,"대중교통, 대형마트, 국내외가맹점, 적립, 소셜커머스, 디지털구독, 카페, 배달앱",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2354/card_img/24965/2354card.png,https://www.card-gorilla.com/card/detail/2354
2300,내맘대로 쁨 카드,하나카드,신용,Mastercard,"국내전용 [12,000]원 / 해외겸용 [12,000]원",500000,"500,000원",주유: EV충전 20% 하나머니 적립 | 쇼핑: 쇼핑/패션/명품 5% 하나머니 적립 | 간편결제: 페이결제 최대 1.5% 하나머니 적립,"네이버페이, 삼성페이, 카카오페이, PAYCO, APP, 기타, 학원, 기차, 골프, 대형마트, 국내외가맹점, 적립, 병원, 백화점, 홈쇼핑, 기타, 동물병원, 호텔, 항공권, 주유소, 충전소",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2300/card_img/28825/2300card.png,https://www.card-gorilla.com/card/detail/2300
2306,L.PAY by 롤라카드(신용),롯데카드,신용,Mastercard,"국내전용 [15,000]원 / 해외겸용 [15,000]원",0,없음,적립: L.POINT 최대 2% 적립 | 디지털구독: 클럽롤라 서비스 무료 제공,"APP, 기타, 적립, 디지털구독",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2306/card_img/23706/2306card.png,https://www.card-gorilla.com/card/detail/2306
2286,NU Uniq point,우리카드,신용,"BC, Mastercard","국내전용 [20,000]원 / 해외겸용 [20,000]원",300000,"300,000원",모든가맹점: 국내가맹점 0.5% 적립 | 기타: 쇼핑/교통/생활영역 2% 적립 | 주유: 주유/충전 60원/L 적립,"공과금, 기타, 대중교통, 택시, 기타, 제휴/PLCC, 국내외가맹점, 온라인쇼핑, 카페, 배달앱, 해외직구",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2286/card_img/25532/2286card.png,https://www.card-gorilla.com/card/detail/2286
2287,현대카드 MX Black,현대카드,신용,"VISA, Mastercard","국내전용 [150,000]원 / 해외겸용 [150,000]원",500000,"500,000원",온라인쇼핑: 온라인쇼핑 10% 할인 | 배달앱: 배달앱 10% 할인 | 모든가맹점: 모든가맹점 1% 적립,"대중교통, 택시, 대형마트, 편의점, 국내외가맹점, 백화점, 온라인쇼핑, 주유소, 카페, 배달앱, 프리미엄 서비스",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2287/card_img/20679/2287card.png,https://www.card-gorilla.com/card/detail/2287
2289,삼성 iD EV 카드,삼성카드,신용,Mastercard,"국내전용 [15,000]원 / 해외겸용 [15,000]원",300000,"300,000원",충전소: 전기차 충전요금 50%·70% 할인 | 자동차: 주차장·하이패스·대리운전 10% 할인 | 보험: 자동차보험 3만원 할인,"디지털구독, 보험, 기타, 충전소, 배달앱, 해외이용, 해외직구",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2289/card_img/27722/2289card.png,https://www.card-gorilla.com/card/detail/2289
2296,톡톡M 카드,KB국민카드,신용,"Mastercard, AMEX","국내전용 [12,000]원 / 해외겸용 [12,000]원",300000,"300,000원",디지털구독: 멤버십 구독 서비스 100% 할인 | 간편결제: 온라인 간편결제 10% 할인 | 편의점: 편의점 5% 할인,"네이버페이, 삼성페이, 카카오페이, 기타, 대중교통, 단종임박+중단, 편의점, 디지털구독",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2296/card_img/22992/2296card.png,https://www.card-gorilla.com/card/detail/2296
2297,톡톡F 카드,KB국민카드,신용,"Mastercard, AMEX","국내전용 [12,000]원 / 해외겸용 [12,000]원",300000,"300,000원",쇼핑: 패션 플랫폼 50% 할인 | 간편결제: 온라인 간편결제 10% 할인 | 편의점: 편의점 5% 할인,"네이버페이, 삼성페이, 카카오페이, 기타, 대중교통, 단종임박+중단, 편의점, 디지털구독",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2297/card_img/22991/2297card.png,https://www.card-gorilla.com/card/detail/2297
2298,톡톡O 카드,KB국민카드,신용,"Mastercard, AMEX","국내전용 [12,000]원 / 해외겸용 [12,000]원",300000,"300,000원",쇼핑: OTT플랫폼 100% 할인 | 간편결제: 온라인 간편결제 10% 할인 | 편의점: 편의점 5% 할인,"네이버페이, 삼성페이, 카카오페이, 기타, 대중교통, 단종임박+중단, 편의점, 디지털구독",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2298/card_img/22990/2298card.png,https://www.card-gorilla.com/card/detail/2298
2299,톡톡D 카드,KB국민카드,신용,"Mastercard, AMEX","국내전용 [12,000]원 / 해외겸용 [12,000]원",300000,"300,000원",배달앱: 배달앱 50% 할인 | 간편결제: 온라인 간편결제 10% 할인 | 편의점: 편의점 5% 할인,"네이버페이, 삼성페이, 카카오페이, 기타, 대중교통, 단종임박+중단, 편의점, 배달앱",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2299/card_img/22989/2299card.png,https://www.card-gorilla.com/card/detail/2299
2316,차이 신용카드,차이,신용,VISA,"국내전용 [12,000]원 / 해외겸용 [12,000]원",0,없음,대중교통: 대중교통 2% 캐시백 | 기타: [기간특별혜택] 최대 80% 캐시백,"APP, 대중교통, 국내외가맹점",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2316/card_img/23743/2316card.png,https://www.card-gorilla.com/card/detail/2316
2326,해피포인트 해피리워드 카드,KB국민카드,신용,Mastercard,"국내전용 [15,000원] / 해외겸용 [15,000원]",300000,"300,000원",멤버십포인트: 해피포인트 최대 35% 적립 | 생활: 생활영역 5% 적립 | 디지털구독: 구독서비스 10% 적립,"제휴/PLCC, 골프, 해피포인트, 약국, 헤어, 디지털구독",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2326/card_img/23881/2326card.png,https://www.card-gorilla.com/card/detail/2326
2345,현대백화점 Fit카드,현대백화점,신용,,국내전용 [없음],0,없음,쇼핑: 현대백화점 5% 할인 | 백화점: 현대백화점 2시간 무료 주차 | 기타: H.Point 20% 추가 적립,"경품 증정(상품권, 기프티콘 등), 기타, 백화점, 아울렛",True,,https://d1c5n4ri2guedi.cloudfront.net/card/2345/card_img/24462/2345card.png,https://www.card-gorilla.com/card/detail/2345
2291,메리어트 본보이™ 더 클래식 신한카드,신한카드,신용,VISA,"국내전용 [144,000]원 / 해외겸용 [147,000]원",0,없음,"적립: 연간 기프트 15,000P 제공 | 적립: 메리어트 본보이™ 포인트 최대4P 적립 | 적립: 메리어트 본보이™ 멤버십 엘리트 제공","공항라운지, 더라운지, 국내외가맹점, 호텔, 프리미엄 서비스, 숙박・여행, 공항라운지",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2291/card_img/20676/2291card.png,https://www.card-gorilla.com/card/detail/2291
2292,현대카드 MY BUSINESS ZERO Food&Drink,현대카드,신용,"VISA, Mastercard","국내전용 [30,000]원 / 해외겸용 [30,000]원",0,없음,모든가맹점: 모든가맹점 0.7% 할인 | 비즈니스: 사업성경비 1.5% 할인 | 마트/편의점: 대형마트/슈퍼마켓 1.5% 할인,"공과금, 기타, 무이자할부, SSM, 대형마트, 비즈니스, 온라인쇼핑",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2292/card_img/22779/2292card.png,https://www.card-gorilla.com/card/detail/2292
2293,현대카드 MY BUSINESS ZERO Retail&Service,현대카드,신용,"VISA, Mastercard","국내전용 [30,000]원 / 해외겸용 [30,000]원",0,없음,모든가맹점: 모든가맹점 0.7% 할인 | 비즈니스: 사업성경비 1.5% 할인 | 통신: 통신요금 1.5% 할인,"공과금, 기타, 보험사, 무이자할부, 비즈니스, KT, LGU+, SKT",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2293/card_img/23896/2293card.png,https://www.card-gorilla.com/card/detail/2293
2294,현대카드 MY BUSINESS ZERO Online Seller,현대카드,신용,"VISA, Mastercard","국내전용 [30,000]원 / 해외겸용 [30,000]원",0,없음,모든가맹점: 모든가맹점 0.7% 할인 | 비즈니스: 사업성경비 1.5% 할인 | 온라인쇼핑: 온라인쇼핑 1.5% 할인,"공과금, 기타, 무이자할부, 비즈니스, 온라인쇼핑, 해외이용, 해외직구",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2294/card_img/23897/2294card.png,https://www.card-gorilla.com/card/detail/2294
2479,제주신화월드 신한카드,신한카드,신용,VISA,"국내전용 [15,000]원 / 해외겸용 [18,000]원",500000,"500,000원",리조트: 제주신화월드 객실 최대 15% 할인 | 쇼핑: 신세계사이먼 프리미엄 1만5천원 할인 | 생활: 생활 영역 10% 할인,제휴/PLCC,False,,https://d1c5n4ri2guedi.cloudfront.net/card/2479/card_img/28408/2479card.png,https://www.card-gorilla.com/card/detail/2479
2436,the Red Stripe,현대카드,신용,VISA,"국내전용 [500,000]원 / 해외겸용 [500,000]원",500000,"500,000원",바우처: 바우처 최대 70만원 제공 | 적립: M포인트 또는 마일리지 선택 적립 | 프리미엄 서비스: 10만원 상당 로열티 보너스 제공,"공항라운지, 더라운지, 선택형, 국내외가맹점, 자동차, 주유소, 프리미엄 서비스, 바우처, 대한항공",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2436/card_img/27667/2436card.png,https://www.card-gorilla.com/card/detail/2436
2465,신세계 the Mile 하나카드,하나카드,신용,VISA,"해외겸용 [35,000]원",0,없음,항공마일리지: 신세계백화점/면세점 10마일 적립 | 모든가맹점: 국내외가맹점 7마일 적립 | 면세점: 신세계면세점 멤버십 우대 서비스,"국내외가맹점, 면세점, 백화점, 아시아나항공",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2465/card_img/28191/2465card.png,https://www.card-gorilla.com/card/detail/2465
2466,이디야 하나카드,하나카드,신용,VISA,"해외겸용 [15,000]원",300000,"300,000원",카페: 이디야 멤버스 음료쿠폰 연 12회 제공 | 카페: 이디야커피 최대 50% 청구할인 | 디지털구독: 디지털구독 서비스 30% 청구할인,"대중교통, 디지털구독, 카페",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2466/card_img/28184/2466card.png,https://www.card-gorilla.com/card/detail/2466
2469,나무 롯데카드,롯데카드,신용,"Mastercard, AMEX","국내전용 [20,000]원 / 해외겸용 [20,000]원",0,없음,"모든가맹점: 국내외가맹점 최대 1.0% 캐시백 | 대중교통: 버스, 지하철 50% 캐시백 | 카페: 커피 50% 캐시백","대중교통, 국내외가맹점, 디지털구독, 카페",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2469/card_img/28218/2469card.png,https://www.card-gorilla.com/card/detail/2469
2452,카카오뱅크 하나카드,하나카드,신용,"VISA, UnionPay","국내전용 [12,000]원 / 해외겸용 [12,000]원",0,없음,디지털구독: 디지털 구독 50% 할인 | 간편결제: 간편결제 1% 할인 | 모든가맹점: 모든가맹점 0.5% 할인,"네이버페이, 삼성페이, 카카오페이, PAYCO, APP, 기타, 국내외가맹점, 할인, 디지털구독",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2452/card_img/27779/2452card.png,https://www.card-gorilla.com/card/detail/2452
2453,신한카드 구독 좋아요,신한카드,신용,VISA,"국내전용 [15,000]원 / 해외겸용 [18,000]원",400000,"400,000원",디지털구독: 디지털구독 100% 할인 | 통신: 정기결제 자동이체 1천원 할인 | 생활: 생활 서비스 10% 할인,"공과금, 편의점, 디지털구독, KT, LGU+, SKT, 배달앱",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2453/card_img/27868/2453card.png,https://www.card-gorilla.com/card/detail/2453
2455,카카오뱅크 우리카드,우리카드,신용,VISA,"국내전용 [12,000]원 / 해외겸용 [12,000]원",400000,"400,000원",기타: 카카오톡 선물하기 50% 할인 | 카카오페이: 카카오페이 결제 10% 할인,"카카오페이, 기타",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2455/card_img/28009/2455card.png,https://www.card-gorilla.com/card/detail/2455
2458,BC 바로 에어 플러스 스카이패스,BC 바로카드,신용,"Mastercard, BC","국내전용 [19,000]원 / 해외겸용 [19,000]원",0,없음,대한항공: 1천원당 1마일리지 적립 | 대한항공: 1백만원당 200마일리지 적립,"무이자할부, 대한항공",False,,https://d1c5n4ri2guedi.cloudfront.net/card/2458/card_img/31078/2458card_1.png,https://www.card-gorilla.com/card/detail/2458
2675,I-Mileage (아시아나),IBK기업은행,신용,"Mastercard, BC","국내전용 [41,000]원 / 해외겸용 [42,000]원",500000,"500,000원",항공마일리지: 국내・해외 가맹점 1.5마일리지 적립 | 공항라운지/PP: 공항 라운지 무료 이용 서비스 | 카페: 스타벅스 4천원 청구할인,"공항라운지, 더라운지, 공항, 카페, 아시아나항공",False,2024-03-26,https://d1c5n4ri2guedi.cloudfront.net/card/2675/card_img/32668/2675card.png,https://www.card-gorilla.com/card/detail/2675
2653,010PAY 우리카드,우리카드,신용,Mastercard,"국내전용 [12,000]원 / 해외겸용 [12,000]원",0,없음,"적립: 0.3% 010PAY포인트 적립 | 혜택 프로모션: 최대 1억 당첨 리또 증정 프로모션 | 혜택 프로모션: 리또 이용 고객 30,000 010PAY 포인트 증정 프로모션",,False,2023-11-28,https://d1c5n4ri2guedi.cloudfront.net/card/2653/card_img/32205/2653card.png,https://www.card-gorilla.com/card/detail/2653
2642,에너지플러스카드 Edition3,현대카드,신용,VISA,"국내전용 [30,000]원 / 해외겸용 [30,000]원",500000,"500,000원",주유: 주유 리터당 최대 300 M포인트 적립 | 적립: 국내외 가맹점 1% M포인트 한도 없이 적립,"제휴/PLCC, 기타, 주유소",False,2023-11-02,https://d1c5n4ri2guedi.cloudfront.net/card/2642/card_img/32040/2642card.png,https://www.card-gorilla.com/card/detail/2642
